"Species","CLIMATE","REALM","TAXA","StudyMethod","ABUNDANCE_TYPE","BIOMASS_TYPE","ObsEventID","rarefyID","STUDY_ID","YEAR","PLOT","cell","Abundance","Biomass"
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2001","172_695274",172,2001,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2001","172_694547",172,2001,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692359__2000","172_692359",172,2000,"",692359,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2001","172_706230",172,2001,"",706230,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706965__2000","172_706965",172,2000,"",706965,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693085__2000","172_693085",172,2000,"",693085,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2001","172_695992",172,2001,"",695992,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2001","172_694543",172,2001,"",694543,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2001","172_695275",172,2001,"",695275,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693813__2001","172_693813",172,2001,"",693813,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2001","172_694547",172,2001,"",694547,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2004","172_693087",172,2004,"",693087,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2004","172_691626",172,2004,"",691626,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692363__2004","172_692363",172,2004,"",692363,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695271__2005","172_695271",172,2005,"",695271,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691629__2006","172_691629",172,2006,"",691629,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2006","172_692353",172,2006,"",692353,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2006","172_695281",172,2006,"",695281,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693809__2000","172_693809",172,2000,"",693809,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2007","172_691626",172,2007,"",691626,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2004","172_695272",172,2004,"",695272,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692350__2005","172_692350",172,2005,"",692350,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693816__2000","172_693816",172,2000,"",693816,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693816__2000","172_693816",172,2000,"",693816,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2003","172_693817",172,2003,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2008","172_695274",172,2008,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706965__2000","172_706965",172,2000,"",706965,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2000","172_695992",172,2000,"",695992,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691623__2001","172_691623",172,2001,"",691623,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2006","172_691622",172,2006,"",691622,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2006","172_692355",172,2006,"",692355,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2008","172_693811",172,2008,"",693811,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706958__2009","172_706958",172,2009,"",706958,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706958__2009","172_706958",172,2009,"",706958,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707693__2009","172_707693",172,2009,"",707693,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707694__2009","172_707694",172,2009,"",707694,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2001","172_691622",172,2001,"",691622,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2001","172_693086",172,2001,"",693086,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2003","172_693087",172,2003,"",693087,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696011__2004","172_696011",172,2004,"",696011,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2005","172_695272",172,2005,"",695272,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2003","172_695274",172,2003,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696734__2004","172_696734",172,2004,"",696734,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693080__2002","172_693080",172,2002,"",693080,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692350__2005","172_692350",172,2005,"",692350,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695267__2007","172_695267",172,2007,"",695267,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_688706__2008","172_688706",172,2008,"",688706,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2000","172_706960",172,2000,"",706960,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693089__2000","172_693089",172,2000,"",693089,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696003__2001","172_696003",172,2001,"",696003,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2001","172_695275",172,2001,"",695275,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2001","172_693815",172,2001,"",693815,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2001","172_691626",172,2001,"",691626,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2003","172_695280",172,2003,"",695280,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2003","172_693817",172,2003,"",693817,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694550__2003","172_694550",172,2003,"",694550,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690900__2003","172_690900",172,2003,"",690900,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,1000,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694549__2005","172_694549",172,2005,"",694549,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,38,0
